"","Provider.ID","CAC_3_Score","IMM_2_Score","IMM_3_OP_27_FAC_ADHPCT_Score","OP_22_Score","OP_23_Score","OP_29_Score","OP_30_Score","OP_4_Score","PC_01_Score","STK_4_Score","STK_5_Score","STK_6_Score","STK_8_Score","VTE_1_Score","VTE_2_Score","VTE_3_Score","VTE_5_Score","VTE_6_Score"
"904",10039,0.474962332648615,0.407194191175063,0.23341030199859,-0.474591520288156,NA,0.60267873574973,0.281603887297425,NA,-0.382090160494137,0.336345901168884,0.254609177495175,0.496289567390057,0.767510972829487,-1.24976281026897,-1.15828205009716,0.338345904645474,0.190468323856365,0.0318382253479289
"947",10040,NA,0.614294032493132,-1.52849256211736,1.37648497309459,NA,-0.608966519686196,-1.86637599536927,NA,0.489558994448195,-0.539907898866949,NA,-0.39255126198422,0.51473917848999,0.536489224657068,0.031886514991997,-1.07812793314313,0.0968930159962541,0.586543404874201
"990",10044,NA,0.614294032493132,-0.259922499953877,-0.474591520288156,NA,NA,NA,0.187830396713541,NA,NA,0.612827564080541,0.644429705619104,NA,0.664078655723214,NA,NA,NA,NA
"1033",10045,NA,0.717843953152167,-0.753255301906344,-0.474591520288156,NA,1.06226831539784,0.875725982503108,-0.403369107268509,NA,NA,NA,NA,NA,0.664078655723214,0.626970797536576,NA,NA,NA
"1076",10046,NA,0.717843953152167,-0.0484941562599627,-0.474591520288156,NA,1.06226831539784,0.875725982503108,NA,NA,NA,-0.820045982260923,-2.91093361187801,-0.2435762045285,-0.484226223872097,-0.166474912522863,-1.46443897981274,-0.558134139024522,NA
"1119",10047,NA,0.510744111834098,-2.93801485341013,-0.474591520288156,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.536489224657068,NA,NA,NA,NA
"1162",10049,NA,0.510744111834098,-1.81039702037592,0.142433977506092,1.25952480980914,0.519116993995529,0.830024282871902,0.779029900695592,-0.672639878808247,NA,NA,0.644429705619104,0.767510972829487,0.79166808678936,0.626970797536576,NA,NA,NA
"1205",10051,NA,-4.14900231782246,-0.753255301906344,-0.474591520288156,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.281310362524777,NA,NA,NA,NA
"1248",10052,NA,-4.14900231782246,-1.95134924950519,-1.0916170180824,NA,-0.191157810915187,-2.23198959241892,-3.35936662717876,NA,NA,NA,NA,NA,-3.2911937073273,NA,NA,NA,NA
"1291",10055,NA,0.717843953152167,-0.612303072777068,0.142433977506092,NA,1.06226831539784,0.875725982503108,NA,-0.672639878808247,NA,NA,0.644429705619104,0.767510972829487,0.79166808678936,0.626970797536576,0.853427300204965,0.658344863156919,-0.522866954178344
"1334",10056,NA,0.303644270516028,-2.5151581660223,-1.0916170180824,NA,0.686240477503932,-2.23198959241892,NA,-0.0915404421800261,NA,0.612827564080541,0.644429705619104,0.767510972829487,-0.739405086004388,-0.364836340037722,0.209575555755602,-2.52321560408685,0.0318382253479289
"1377",10058,NA,-1.14605461871046,-2.16277759319911,0.142433977506092,NA,0.393774381364226,NA,NA,NA,NA,NA,NA,NA,-1.76012053453355,NA,NA,NA,NA
"1420",10059,NA,-0.00700549146107568,0.797219218515695,-0.474591520288156,NA,NA,0.647217484347076,-0.99456861125056,NA,NA,NA,NA,NA,-0.739405086004388,0.626970797536576,NA,NA,NA
"1463",10061,NA,0.614294032493132,-0.964683645600258,0.142433977506092,-0.888773732674444,-1.90417351687632,-0.952342002745146,-1.19163511257791,2.23285730433286,NA,0.612827564080541,-2.31837305896182,0.767510972829487,0.408899793590923,-1.35664347761202,-1.97952037537223,0.658344863156919,NA
"1506",10062,NA,-4.14900231782246,-2.93801485341013,0.142433977506092,NA,1.06226831539784,0.875725982503108,NA,NA,NA,NA,NA,NA,-3.2911937073273,NA,NA,NA,NA
"1549",10065,NA,0.510744111834098,-0.753255301906344,-0.474591520288156,NA,1.02048744452074,0.830024282871902,-1.38870161390526,-0.382090160494137,NA,0.612827564080541,-0.540691400213266,-0.369962101698248,0.408899793590923,0.428609370021716,-0.176735490914016,NA,NA
"1592",10069,NA,0.614294032493132,-2.72658650971621,-0.474591520288156,NA,1.06226831539784,-2.59760318946857,0.779029900695592,NA,NA,NA,0.644429705619104,NA,0.664078655723214,0.428609370021716,NA,NA,NA
"1635",10073,NA,0.303644270516028,-0.753255301906344,0.142433977506092,NA,-1.90417351687632,-2.55190148983737,-2.76816712319671,NA,NA,NA,NA,NA,0.408899793590923,-0.166474912522863,NA,NA,NA
"1678",10078,NA,-1.45670438068756,0.303886416563228,0.142433977506092,-0.613350842612446,-0.901432615825902,-0.495325006433083,-0.79750210992321,-0.672639878808247,-1.28135342197419,-1.53648275543165,-0.836971676671359,0.767510972829487,-0.10145793067366,0.031886514991997,-1.33566863092287,-1.30673660190541,0.586543404874201
"1721",10079,NA,0.614294032493132,0.515314760257142,0.142433977506092,NA,-1.90417351687632,0.144498788403806,0.581963399368242,-0.672639878808247,NA,0.612827564080541,0.644429705619104,-1.38104927905623,0.408899793590923,0.230247942506857,0.853427300204965,0.658344863156919,NA
"1764",10083,NA,0.717843953152167,0.58579087482178,0.142433977506092,1.59003227788354,NA,NA,NA,-0.672639878808247,NA,NA,0.348149429161011,0.767510972829487,0.79166808678936,0.626970797536576,0.853427300204965,0.658344863156919,NA
